Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
22302,Pakistan,Sorghum,1999,6167,494.0,20450.0,26.8
26512,Tunisia,Wheat,2009,21038,207.0,422.24,19.64
7243,Dominican Republic,"Rice, paddy",1999,45422,1410.0,5398.0,26.62
27996,Zambia,Potatoes,2006,140000,1020.0,1670.0,21.05
14079,India,Potatoes,2011,227240,1083.0,55540.0,26.0
20866,Mozambique,"Rice, paddy",2000,9816,1032.0,34.69,21.51
11874,India,Sweet potatoes,1997,84850,1083.0,52279.0,27.47
14520,India,Sweet potatoes,2013,101288,1083.0,45620.0,26.71
8263,Egypt,Potatoes,2004,244443,51.0,5363.0,21.06
18678,Mali,Maize,2010,26886,282.0,3.84,28.18
6855,Colombia,Sorghum,2009,37000,3240.0,51435.13,27.68
8597,Eritrea,Maize,1996,3974,383.0,4.44,24.36
24159,Saudi Arabia,Potatoes,1991,175355,59.0,994.0,25.94
25549,Spain,Soybeans,2007,26744,636.0,39286.0,17.41
6901,Colombia,Maize,2012,29052,3240.0,48727.73,27.56
18050,Lithuania,Potatoes,2011,155889,656.0,2062.34,7.32
21954,Pakistan,Maize,1994,15004,494.0,6183.0,24.78
9949,Guyana,"Rice, paddy",2009,44353,2387.0,264.47,27.67
16436,Japan,Maize,1996,24510,1668.0,79821.18,12.61
22647,Pakistan,Maize,2006,30368,494.0,6925.13,25.17
1445,Australia,Potatoes,2006,354317,534.0,35900.0,20.17
22905,Pakistan,Maize,2010,38052,494.0,2968.44,26.79
14821,Indonesia,"Rice, paddy",1997,44322,2702.0,1597.0,27.37
27488,United Kingdom,Wheat,1990,69712,1220.0,29517.0,9.56
1695,Australia,Maize,2012,64654,534.0,48687.88,17.47
11084,India,Potatoes,1993,149024,1083.0,66388.0,26.32
16152,Jamaica,"Rice, paddy",2009,40541,2051.0,909.71,27.42
13383,India,Potatoes,2007,164101,1083.0,27422.77,25.82
17958,Libya,Wheat,2007,7879,56.0,3170.0,20.68
22523,Pakistan,Maize,2004,28488,494.0,8903.48,27.94
20789,Morocco,Sweet potatoes,2013,245134,346.0,13697.0,18.79
1630,Australia,Soybeans,2010,19042,534.0,42169.39,16.72
269,Angola,Potatoes,1999,54597,1010.0,40.0,24.37
1881,Azerbaijan,Wheat,1993,16855,447.0,148.68,10.53
14523,India,Sweet potatoes,2013,101288,1083.0,45620.0,27.14
13900,India,Potatoes,2010,199299,1083.0,40093.69,26.82
5074,Burkina Faso,Soybeans,2005,17025,748.0,92.21,29.18
5509,Cameroon,Maize,2007,20000,1604.0,918.88,25.49
26571,Turkey,Wheat,1991,21288,593.0,24343.0,10.37
23288,Papua New Guinea,Sorghum,2010,38584,3142.0,105.0,25.74
23843,Romania,Sorghum,1996,5875,637.0,17425.0,10.71
2535,Botswana,Sorghum,2010,5701,416.0,17.0,19.98
11069,India,Maize,1993,16015,1083.0,66388.0,27.07
26331,Thailand,Maize,1995,32884,1622.0,24062.0,27.68
14680,Indonesia,"Rice, paddy",1993,43750,2702.0,1597.0,26.88
186,Algeria,Sorghum,2008,61786,89.0,11556.12,17.55
11971,India,Potatoes,1998,146020,1083.0,49157.0,27.09
5558,Cameroon,Cassava,2012,115388,1604.0,1372.47,25.18
27658,United Kingdom,Wheat,2008,82814,1220.0,21596.68,9.48
27183,Uganda,Soybeans,1993,10308,1180.0,71.0,23.62
25355,Spain,Sorghum,1997,47633,636.0,34023.0,17.66
6587,Colombia,Soybeans,1993,21363,3240.0,14961.81,27.42
17618,Kenya,Sweet potatoes,2012,128346,630.0,1578.0,16.84
23651,Portugal,Maize,1999,57089,854.0,15411.0,16.09
28172,Zimbabwe,Potatoes,2005,162464,657.0,3129.26,21.49
3915,Brazil,Wheat,2004,20728,1761.0,214725.0,24.24
446,Argentina,Potatoes,1994,230166,591.0,30195.0,18.31
26589,Turkey,"Rice, paddy",1992,50026,593.0,27110.0,16.91
14031,India,Cassava,2011,364770,1083.0,55540.0,25.45
17228,Kazakhstan,Sorghum,1998,7692,250.0,6416.14,3.25
21585,Niger,Wheat,2002,10606,151.0,29.44,29.71
7124,Dominican Republic,Maize,1992,13760,1410.0,4971.0,26.45
20519,Morocco,Sorghum,1993,7545,346.0,10585.43,16.94
2440,Belgium,Potatoes,2000,444058,847.0,9560.49,11.37
3103,Brazil,Sweet potatoes,1995,110676,1761.0,92967.22,22.07
11088,India,Potatoes,1993,149024,1083.0,66388.0,25.92
7692,Ecuador,Soybeans,1998,12691,2274.0,21500.0,22.59
21158,Netherlands,Potatoes,1992,408173,778.0,9030.0,10.39
6094,Canada,Soybeans,2012,30294,537.0,73508.9,9.24
9486,Guatemala,Maize,1991,18442,1996.0,12004.33,19.91
18537,Mali,Sorghum,1993,7534,282.0,33.19,27.55
21902,Pakistan,Potatoes,1993,122809,494.0,4945.0,27.72
25344,Spain,Wheat,1996,30016,636.0,33236.0,11.96
13223,India,"Rice, paddy",2006,31759,1083.0,37423.0,26.13
21451,Nicaragua,"Rice, paddy",2008,40055,2280.0,10173.91,26.75
16913,Japan,"Rice, paddy",2008,67786,1668.0,58750.0,15.57
687,Argentina,"Rice, paddy",2010,57646,591.0,105915.04,17.33
5208,Burundi,Sorghum,1997,12401,1274.0,117.56,21.51
17160,Kazakhstan,Wheat,1992,13324,250.0,17182.0,2.78
8417,El Salvador,Cassava,1992,172692,1784.0,3940.77,26.22
27250,Uganda,Maize,2001,18006,1180.0,88.0,23.47
22708,Pakistan,Wheat,2006,25186,494.0,6925.13,19.53
10345,Honduras,Wheat,2011,5445,1976.0,6324.41,24.63
4920,Bulgaria,Wheat,2007,21973,608.0,1974.75,10.23
26380,Thailand,Maize,2002,37145,1622.0,40925.33,27.98
27531,United Kingdom,Wheat,1994,73520,1220.0,33929.0,8.07
25160,South Africa,Soybeans,2012,13771,495.0,26857.0,15.89
19520,Mexico,Sorghum,1998,33152,758.0,34468.93,21.38
19600,Mexico,Sweet potatoes,1999,193104,758.0,34468.93,20.86
5462,Cameroon,"Rice, paddy",2001,30242,1604.0,687.0,25.01
13757,India,"Rice, paddy",2009,32366,1083.0,28707.01,26.55
25037,South Africa,Potatoes,2008,340000,495.0,26857.0,18.91
19567,Mexico,Potatoes,1999,223519,758.0,34468.93,16.09
25779,Sri Lanka,Maize,2002,11282,1712.0,1714.39,26.74
19583,Mexico,Sorghum,1999,29901,758.0,34468.93,16.09
24631,South Africa,Sweet potatoes,1992,36324,495.0,16582.0,21.53
1289,Australia,Sorghum,2001,25539,534.0,32710.0,20.21
12773,India,Wheat,2002,27621,1083.0,42482.56,26.55
26255,Tajikistan,"Rice, paddy",2007,30707,691.0,247.9,8.69
10692,India,Cassava,1991,218925,1083.0,72133.0,25.74
10335,Honduras,Sweet potatoes,2010,63916,1976.0,5736.63,24.49
27606,United Kingdom,Potatoes,2002,440886,1220.0,30995.26,8.76
24409,Senegal,Sorghum,2002,5854,686.0,328.0,25.4
26906,Turkey,Wheat,2005,23309,593.0,40332.0,11.24
11905,India,Wheat,1997,26789,1083.0,52279.0,26.38
27676,United Kingdom,Potatoes,2010,438841,1220.0,16770.87,7.43
15830,Italy,"Rice, paddy",1999,64635,832.0,81583.0,7.64
15735,Italy,Sorghum,1992,59232,832.0,88227.6,12.89
12158,India,"Rice, paddy",1999,29782,1083.0,46195.0,26.36
18263,Malawi,Cassava,1993,28781,1181.0,173.19,20.43
18814,Mauritania,Sorghum,2005,5156,92.0,1.1,28.14
12453,India,Cassava,2001,266998,1083.0,43720.04,25.82
6079,Canada,Wheat,2011,29568,537.0,62107.2,6.14
5457,Cameroon,Yams,2000,93662,1604.0,545.0,24.88
23842,Romania,"Rice, paddy",1996,27075,637.0,17425.0,10.71
11349,India,Sweet potatoes,1994,84823,1083.0,61357.0,25.33
12057,India,Sweet potatoes,1998,86907,1083.0,49157.0,25.87
18532,Mali,Yams,1992,37108,282.0,35.42,27.2
4131,Brazil,Cassava,2007,140099,1761.0,304031.0,20.93
16351,Japan,Maize,1994,24852,1668.0,79821.18,16.33
17420,Kenya,Yams,1991,80000,630.0,3469.0,16.26
15408,Iraq,Sorghum,1992,6125,216.0,692.0,21.52
23214,Papua New Guinea,Cassava,1999,109091,3142.0,105.0,25.38
4134,Brazil,Cassava,2007,140099,1761.0,304031.0,25.95
17033,Japan,Potatoes,2011,294691,1668.0,51796.3,15.43
9275,Ghana,Maize,2008,17371,1187.0,350.83,26.98
861,Australia,Potatoes,1991,285359,534.0,17866.0,17.85
13404,India,"Rice, paddy",2007,32924,1083.0,27422.77,27.31
16575,Japan,"Rice, paddy",1999,64143,1668.0,79821.18,15.93
22410,Pakistan,Potatoes,2001,164180,494.0,11871.0,26.5
1942,Azerbaijan,Maize,2006,45777,447.0,148.68,12.66
10295,Honduras,Potatoes,2006,162963,1976.0,4297.51,24.88
4331,Brazil,Cassava,2009,138613,1761.0,335742.0,18.84
26617,Turkey,Soybeans,1993,23551,593.0,28042.0,11.45
14119,India,Sorghum,2011,9487,1083.0,55540.0,25.45
3970,Brazil,"Rice, paddy",2005,33691,1761.0,232232.0,24.79
24481,Slovenia,Soybeans,1994,11000,1162.0,944.0,11.33
25276,Spain,Soybeans,1993,15456,636.0,29408.0,16.4
12851,India,Potatoes,2004,188091,1083.0,35113.0,27.16
13193,India,Potatoes,2006,185920,1083.0,37423.0,26.99
2775,Brazil,"Rice, paddy",1992,21349,1761.0,67003.89,17.8
4145,Brazil,Maize,2007,37852,1761.0,304031.0,25.95
25734,Sri Lanka,"Rice, paddy",1996,31231,1712.0,1654.41,26.38
19001,Mexico,"Rice, paddy",1990,37418,758.0,34468.93,24.79
2411,Belarus,Wheat,2004,33040,618.0,8306.31,6.49
17478,Kenya,Sweet potatoes,1997,111359,630.0,5172.0,16.77
22449,Pakistan,Wheat,2001,23254,494.0,11871.0,25.18
15457,Iraq,Sorghum,1996,10000,216.0,616.0,20.13
1546,Australia,Soybeans,2008,23289,534.0,42935.38,16.7
20973,Namibia,Sorghum,1996,2174,285.0,56.0,19.79
22418,Pakistan,"Rice, paddy",2001,27542,494.0,11871.0,25.18
6953,Croatia,Soybeans,1995,22852,1113.0,3418.0,10.14
3135,Brazil,Yams,1995,91587,1761.0,92967.22,25.65
20240,Mexico,Sweet potatoes,2010,206653,758.0,63402.29,20.9
13232,India,Sorghum,2006,8803,1083.0,37423.0,26.39
15627,Iraq,Soybeans,2011,8504,216.0,1795.94,19.78
27144,Turkey,Soybeans,2013,41609,593.0,39440.0,19.21
14715,Indonesia,"Rice, paddy",1994,43453,2702.0,1597.0,27.34
22803,Pakistan,Sorghum,2008,6262,494.0,4946.79,23.21
3805,Brazil,Sweet potatoes,2002,113463,1761.0,145552.0,25.18
27470,Ukraine,Wheat,2011,33533,565.0,79491.7,8.48
23002,Pakistan,Soybeans,2011,6953,494.0,1979.27,27.02
15160,Indonesia,Sweet potatoes,2007,106643,2702.0,1597.0,26.88
6774,Colombia,Cassava,2005,106912,3240.0,117881.45,22.69
19678,Mexico,Wheat,2000,49355,758.0,34468.93,21.12
14062,India,Maize,2011,24784,1083.0,55540.0,24.5
16848,Japan,Wheat,2006,38351,1668.0,65248.26,13.28
17641,Latvia,Potatoes,1997,135948,641.0,334.0,6.17
10020,Haiti,"Rice, paddy",1995,20000,1440.0,12.32,27.3
18643,Mali,Potatoes,2006,238984,282.0,11.87,27.62
22014,Pakistan,Wheat,1994,18935,494.0,6183.0,26.13
3327,Brazil,Yams,1997,91773,1761.0,110276.11,27.85
22615,Pakistan,Sorghum,2005,5998,494.0,7914.31,26.8
7382,Dominican Republic,Plantains and others,2009,123255,1410.0,5975.25,26.91
25701,Sri Lanka,Potatoes,1992,110108,1712.0,2144.31,26.26
1262,Australia,Sweet potatoes,2000,317647,534.0,33475.0,19.07
17359,Kazakhstan,Sorghum,2010,4500,250.0,6283.85,6.96
23936,Romania,Maize,2013,44941,637.0,6947.9,13.94
22250,Pakistan,Soybeans,1998,12959,494.0,18406.0,23.11
13117,India,Sweet potatoes,2005,88477,1083.0,35342.0,26.72
13455,India,Sweet potatoes,2007,86976,1083.0,27422.77,25.95
6582,Colombia,Potatoes,1993,154545,3240.0,14961.81,22.29
18771,Mauritania,"Rice, paddy",1998,40598,92.0,39.09,28.52
21119,Nepal,Soybeans,2007,9029,1500.0,344.06,15.54
5021,Burkina Faso,Cassava,1998,20706,748.0,111.41,28.95
12583,India,Sweet potatoes,2001,88368,1083.0,43720.04,26.32
14995,Indonesia,Potatoes,2002,155903,2702.0,1597.0,27.4
11413,India,Maize,1995,15946,1083.0,61257.0,25.5
20266,Mexico,Maize,2011,29058,758.0,65961.1,19.52
22439,Pakistan,Soybeans,2001,11134,494.0,11871.0,23.62
9802,Guinea,Sweet potatoes,2007,36982,1651.0,400.55,27.28
20259,Mexico,Cassava,2011,127352,758.0,65961.1,23.55
19173,Mexico,Cassava,1993,81739,758.0,34468.93,16.86
18241,Madagascar,Wheat,2013,24122,1513.0,507.94,19.34
19404,Mexico,Soybeans,1996,11429,758.0,34468.93,19.27
4108,Brazil,Wheat,2006,15927,1761.0,238716.0,27.76
5213,Burundi,Cassava,1998,88820,1274.0,107.29,21.56
3255,Brazil,Maize,1997,26228,1761.0,110276.11,24.71
7323,Dominican Republic,"Rice, paddy",2005,42047,1410.0,3515.56,26.9
2690,Brazil,Sorghum,1991,14834,1761.0,58349.44,20.13
14501,India,Soybeans,2013,10123,1083.0,45620.0,27.14
4627,Brazil,Cassava,2012,136118,1761.0,346583.0,27.34
24429,Senegal,Cassava,2007,50338,686.0,557.92,25.34
1319,Australia,Potatoes,2002,351358,534.0,26651.0,20.38
24595,South Africa,Sorghum,1991,18193,495.0,16582.0,21.06
16590,Japan,Sweet potatoes,1999,226517,1668.0,79821.18,13.78
5162,Burundi,"Rice, paddy",1992,31077,1274.0,92.08,21.31
7226,Dominican Republic,"Rice, paddy",1998,42709,1410.0,4375.0,27.16
23521,Poland,Wheat,1990,39575,600.0,5422.0,9.2
12192,India,Sorghum,1999,8472,1083.0,46195.0,24.93
17519,Kenya,Wheat,2001,19890,630.0,1578.0,16.1
4529,Brazil,Cassava,2011,146230,1761.0,345026.0,18.82
11667,India,Sorghum,1996,9591,1083.0,56114.0,25.99
19889,Mexico,Potatoes,2005,259662,758.0,51741.99,25.18
21133,Nepal,"Rice, paddy",2010,27164,1500.0,332.01,15.96
12380,India,Soybeans,2000,8222,1083.0,44957.52,27.23
9941,Guyana,Maize,2008,13333,2387.0,234.27,27.31
24756,South Africa,Potatoes,1997,282462,495.0,21596.0,15.38
18062,Madagascar,Sorghum,1990,5969,1513.0,128.41,19.62
6336,Chile,"Rice, paddy",1994,43834,1522.0,15373.0,6.7
6982,Croatia,Sorghum,2001,41138,1113.0,2539.25,10.74
10066,Haiti,Plantains and others,2001,66667,1440.0,27.85,27.21
917,Australia,Soybeans,1992,21141,534.0,22234.0,19.79
18889,Mauritius,Cassava,1993,172308,2041.0,587.29,23.91
13288,India,Sweet potatoes,2006,86849,1083.0,37423.0,26.37
19288,Mexico,Wheat,1994,43034,758.0,34468.93,21.46
570,Argentina,Cassava,2002,100000,591.0,64134.56,18.07
17832,Lesotho,Wheat,2007,4316,788.0,35.27,14.81
3414,Brazil,Wheat,1998,16111,1761.0,118930.56,18.2
25411,Spain,Maize,2000,92157,636.0,34597.0,17.47
14806,Indonesia,Cassava,1997,121718,2702.0,1597.0,26.83
7031,Croatia,Potatoes,2012,147848,1113.0,1737.47,11.12
6837,Colombia,Sorghum,2008,37100,3240.0,48538.97,27.16
13878,India,Maize,2010,25401,1083.0,40093.69,26.82
19610,Mexico,Wheat,1999,46310,758.0,34468.93,19.74
19345,Mexico,Sweet potatoes,1995,174581,758.0,34468.93,25.01
20767,Morocco,Potatoes,2012,279800,346.0,13697.0,18.24
14026,India,Cassava,2011,364770,1083.0,55540.0,25.36
14232,India,Maize,2012,25557,1083.0,52980.0,24.37
19923,Mexico,Sweet potatoes,2005,214928,758.0,51741.99,22.95
2217,Bangladesh,Potatoes,2001,129163,2666.0,3295.78,25.93
26775,Turkey,Maize,2000,41605,593.0,33471.0,19.33
23555,Poland,Maize,2002,61563,600.0,10358.0,9.14
2827,Brazil,Wheat,1992,14295,1761.0,67003.89,24.97
22164,Pakistan,"Rice, paddy",1997,28048,494.0,16936.0,22.14
24373,Senegal,Sorghum,1996,8948,686.0,411.33,25.49
4996,Burkina Faso,Yams,1994,53043,748.0,6.0,28.0
17722,Lebanon,Potatoes,2002,234970,661.0,1816.0,19.91
3262,Brazil,Potatoes,1997,152748,1761.0,110276.11,20.77
24029,Rwanda,Sweet potatoes,1999,47936,1212.0,152.0,19.35
6838,Colombia,Sorghum,2008,37100,3240.0,48538.97,22.07
26268,Tajikistan,Sorghum,2009,8889,691.0,258.1,8.42
5741,Canada,Wheat,1996,24304,537.0,35240.8,7.85
650,Argentina,Cassava,2008,100000,591.0,87149.01,18.39
22423,Pakistan,Sorghum,2001,6197,494.0,11871.0,23.62
11094,India,Potatoes,1993,149024,1083.0,66388.0,27.04
18642,Mali,Maize,2006,17134,282.0,11.87,27.62
15407,Iraq,"Rice, paddy",1992,18947,216.0,692.0,17.76
5395,Cameroon,Sweet potatoes,1994,61724,1604.0,411.42,24.93
7082,Denmark,Potatoes,2006,352642,703.0,3212.0,9.74
24961,South Africa,Sorghum,2005,30058,495.0,26857.0,19.74
3521,Brazil,Yams,1999,92000,1761.0,127585.0,21.59
10922,India,"Rice, paddy",1992,26092,1083.0,70791.0,26.09
24539,Slovenia,Maize,2010,85394,1162.0,1134.37,10.0
4478,Brazil,Soybeans,2010,29475,1761.0,342580.0,22.12
5660,Canada,Potatoes,1993,107674,537.0,29296.5,5.87
9788,Guinea,Cassava,2006,78422,1651.0,376.19,27.2
67,Albania,Maize,2006,50111,1485.0,943.61,15.92
10776,India,Sorghum,1991,6553,1083.0,72133.0,25.99
21188,Netherlands,Potatoes,2002,445686,778.0,9700.44,10.64
13519,India,Maize,2008,24140,1083.0,14485.33,24.25
24126,Rwanda,Sorghum,2011,12714,1212.0,181.6,19.59
17642,Latvia,Wheat,1997,25909,641.0,334.0,6.17
3839,Brazil,Cassava,2004,136343,1761.0,214725.0,25.37
26108,Switzerland,Soybeans,1997,26472,1537.0,1644.3,7.96
15715,Italy,Maize,1991,72624,832.0,88916.6,12.05
17375,Kazakhstan,Wheat,2011,16609,250.0,10656.6,6.54
19888,Mexico,Potatoes,2005,259662,758.0,51741.99,21.42
8305,Egypt,Potatoes,2007,255717,51.0,9105.0,21.51
919,Australia,Soybeans,1992,21141,534.0,22234.0,13.31
10701,India,Maize,1991,13763,1083.0,72133.0,26.9
165,Algeria,"Rice, paddy",2004,12829,89.0,3747.86,17.38
25179,South Africa,"Rice, paddy",2013,26087,495.0,26857.0,21.31
22949,Pakistan,Sweet potatoes,2010,109417,494.0,2968.44,25.48
6644,Colombia,Wheat,1996,21824,3240.0,18131.0,22.07
14334,India,Sweet potatoes,2012,97174,1083.0,52980.0,26.04
16285,Japan,Soybeans,1992,17116,1668.0,79821.18,15.63
14282,India,"Rice, paddy",2012,36909,1083.0,52980.0,25.09
4594,Brazil,Sweet potatoes,2011,124266,1761.0,345026.0,27.29
19348,Mexico,Sweet potatoes,1995,174581,758.0,34468.93,19.87
10698,India,Cassava,1991,218925,1083.0,72133.0,26.7
13299,India,Wheat,2006,26188,1083.0,37423.0,24.72
2850,Brazil,Maize,1993,25321,1761.0,75658.33,21.94
19212,Mexico,Soybeans,1993,20927,758.0,34468.93,19.56
22780,Pakistan,Maize,2008,34154,494.0,4946.79,19.34
12638,India,Maize,2002,16807,1083.0,42482.56,26.79
28112,Zimbabwe,Sweet potatoes,1996,20966,657.0,2538.0,20.7
4460,Brazil,"Rice, paddy",2010,41271,1761.0,342580.0,28.18
26791,Turkey,Soybeans,2000,29667,593.0,33471.0,10.39
14908,Indonesia,Sweet potatoes,1999,96698,2702.0,1597.0,26.62
6623,Colombia,Soybeans,1995,21075,3240.0,20156.23,27.3
9306,Ghana,Sorghum,2012,12129,1187.0,378.97,26.86
26011,Suriname,"Rice, paddy",2010,42329,2331.0,1286.65,27.7
8490,El Salvador,Maize,2001,19431,1784.0,2543.7,25.92
9867,Guyana,"Rice, paddy",1993,33171,2387.0,289.9,26.95
2735,Brazil,Yams,1991,91353,1761.0,58349.44,27.21
5669,Canada,Wheat,1993,22027,537.0,29296.5,8.11
12031,India,Soybeans,1998,11001,1083.0,49157.0,25.46
21372,Nicaragua,Sorghum,1997,16250,2280.0,3207.4,27.43
26823,Turkey,Wheat,2001,20765,593.0,25539.0,15.11
2378,Belarus,Wheat,1992,27983,618.0,8306.31,6.74
15623,Iraq,"Rice, paddy",2011,35762,216.0,1795.94,19.78
22417,Pakistan,"Rice, paddy",2001,27542,494.0,11871.0,27.28
4172,Brazil,Sorghum,2007,21731,1761.0,304031.0,18.66
12391,India,Soybeans,2000,8222,1083.0,44957.52,27.03
12742,India,Soybeans,2002,7624,1083.0,42482.56,25.07
16103,Jamaica,"Rice, paddy",2001,13750,2051.0,909.71,27.27
23084,Pakistan,Wheat,2012,27138,494.0,990.09,24.87
14010,India,Wheat,2010,28395,1083.0,40093.69,26.82
365,Angola,Sorghum,2012,998,1010.0,40.0,24.24
2103,Bangladesh,Sweet potatoes,1991,96481,2666.0,1287.0,25.85
20143,Mexico,Potatoes,2009,277374,758.0,61690.08,16.65
689,Argentina,Sorghum,2010,48163,591.0,105915.04,17.33
18221,Madagascar,"Rice, paddy",2011,37806,1513.0,310.36,20.33
25364,Spain,Wheat,1997,22498,636.0,34023.0,17.66
19259,Mexico,"Rice, paddy",1994,42555,758.0,34468.93,22.83
9732,Guinea,Plantains and others,1997,52197,1651.0,157.0,27.3
5710,Canada,Soybeans,1995,27882,537.0,32223.4,7.19
16034,Jamaica,Sweet potatoes,1991,108643,2051.0,1415.65,27.24
20884,Mozambique,Cassava,2004,60017,1032.0,572.99,21.89
15228,Indonesia,Sweet potatoes,2009,111920,2702.0,1597.0,25.54
1093,Australia,Sweet potatoes,1996,172474,534.0,31185.0,13.05
18965,Mauritius,Cassava,2012,125000,2041.0,636.91,24.37
6718,Colombia,Yams,2000,110616,3240.0,75843.0,22.01
28017,Zambia,Wheat,2008,99387,1020.0,1670.0,20.66
15899,Italy,Potatoes,2005,250819,832.0,84647.0,12.16
16544,Japan,Sweet potatoes,1998,249781,1668.0,79821.18,13.74
203,Algeria,Maize,2012,25583,89.0,17379.76,17.91
22867,Pakistan,Sorghum,2009,6204,494.0,3957.61,27.41
20324,Mexico,Cassava,2012,122330,758.0,64512.22,19.71
25268,Spain,"Rice, paddy",1993,66694,636.0,29408.0,16.28
26747,Turkey,Wheat,1998,22564,593.0,30162.0,12.56
4933,Bulgaria,Maize,2010,62512,608.0,1588.5,9.65
10006,Haiti,Sweet potatoes,1993,31148,1440.0,6.96,26.78
28187,Zimbabwe,Maize,2007,8651,657.0,3199.63,20.75
1230,Australia,Maize,2000,49360,534.0,33475.0,12.09
15796,Italy,Wheat,1996,33170,832.0,74617.2,7.06
19430,Mexico,Cassava,1997,96021,758.0,34468.93,20.99
7957,Ecuador,"Rice, paddy",2009,40004,2274.0,9666.87,17.76
19299,Mexico,Cassava,1995,109610,758.0,34468.93,22.79
26944,Turkey,Maize,2007,68381,593.0,48715.51,18.6
25233,Spain,Soybeans,1991,26222,636.0,39147.0,11.92
24049,Rwanda,Yams,2001,36842,1212.0,72.0,19.5
4251,Brazil,Potatoes,2008,253729,1761.0,312637.0,27.54
22495,Pakistan,Soybeans,2002,12647,494.0,10881.83,23.83
15020,Indonesia,Cassava,2004,154679,2702.0,1597.0,27.32
13440,India,Soybeans,2007,12351,1083.0,27422.77,24.6
22588,Pakistan,Maize,2005,29843,494.0,7914.31,26.8
12226,India,Sweet potatoes,1999,85744,1083.0,46195.0,27.24
19109,Mexico,Cassava,1992,93194,758.0,34468.93,17.33
20674,Morocco,Sorghum,2005,5451,346.0,13966.0,18.15
4334,Brazil,Cassava,2009,138613,1761.0,335742.0,26.0
10744,India,"Rice, paddy",1991,26271,1083.0,72133.0,25.85
27549,United Kingdom,Wheat,1996,81315,1220.0,35579.0,8.87
16767,Japan,Yams,2004,229051,1668.0,64688.88,16.54
13680,India,Cassava,2009,343433,1083.0,28707.01,26.92
7485,Ecuador,Cassava,1991,47217,2274.0,2377.0,21.91
12945,India,Wheat,2004,27132,1083.0,35113.0,27.63
4886,Bulgaria,Potatoes,2001,123921,608.0,2747.25,9.55
857,Australia,Potatoes,1991,285359,534.0,17866.0,20.29
16754,Japan,Sweet potatoes,2004,250372,1668.0,64688.88,14.05
6539,Colombia,Cassava,1991,94555,3240.0,16817.0,27.3
18945,Mauritius,Cassava,2008,136364,2041.0,781.32,24.19
20185,Mexico,Wheat,2009,49688,758.0,61690.08,25.72
21839,Pakistan,Potatoes,1992,113709,494.0,5518.0,26.91
23298,Papua New Guinea,Cassava,2012,98926,3142.0,105.0,25.14
12682,India,"Rice, paddy",2002,26163,1083.0,42482.56,26.79
10539,India,Maize,1990,15178,1083.0,75000.0,25.44
8841,France,Soybeans,2005,24837,867.0,78265.0,11.55
6859,Colombia,Wheat,2009,16946,3240.0,51435.13,27.68
10973,India,Soybeans,1992,8947,1083.0,70791.0,25.41
23352,Peru,"Rice, paddy",1994,58525,1738.0,3134.0,17.31
10625,India,Soybeans,1990,10145,1083.0,75000.0,25.68
954,Australia,Sorghum,1993,12834,534.0,23899.0,11.84
7404,Dominican Republic,Sorghum,2010,21139,1410.0,6316.61,26.93
5944,Canada,Potatoes,2006,130482,537.0,36572.75,8.66
16999,Japan,Soybeans,2010,16158,1668.0,55576.0,16.12
18959,Mauritius,Sweet potatoes,2010,114143,2041.0,731.46,24.67
53,Albania,Soybeans,2001,20000,1485.0,628.79,16.59
6410,Chile,Wheat,2001,42999,1522.0,13156.09,6.41
19724,Mexico,Soybeans,2001,16503,758.0,31373.3,19.32
3516,Brazil,Wheat,1999,19699,1761.0,127585.0,26.66
19275,Mexico,Soybeans,1994,18114,758.0,34468.93,22.83
20029,Mexico,"Rice, paddy",2007,41536,758.0,64501.28,16.8
22260,Pakistan,Wheat,1998,22376,494.0,18406.0,24.91
11748,India,Cassava,1997,221117,1083.0,52279.0,24.71
489,Argentina,Cassava,1997,100000,591.0,77691.0,18.29
13145,India,Cassava,2006,321132,1083.0,37423.0,24.72
15935,Italy,Sweet potatoes,2007,185605,832.0,80454.0,13.32
18196,Madagascar,Potatoes,2008,59912,1513.0,112.11,19.79
25491,Spain,Wheat,2004,32628,636.0,47445.0,12.17
17374,Kazakhstan,Soybeans,2011,19001,250.0,10656.6,2.67
27749,Uruguay,Potatoes,1995,100603,1300.0,2413.02,16.66
26593,Turkey,Soybeans,1992,20652,593.0,27110.0,13.01
11705,India,Sweet potatoes,1996,80716,1083.0,56114.0,25.75
2972,Brazil,"Rice, paddy",1994,23876,1761.0,84312.78,20.77
26080,Switzerland,Soybeans,1990,24266,1537.0,2282.0,8.19
2942,Brazil,Cassava,1994,132173,1761.0,84312.78,27.53
3163,Brazil,Potatoes,1996,146506,1761.0,101621.67,20.18
21062,Nepal,Potatoes,1995,85926,1500.0,60.11,15.3
2618,Brazil,Sweet potatoes,1990,101661,1761.0,49695.0,25.29
19996,Mexico,Wheat,2006,52274,758.0,50891.95,19.53
8235,Egypt,Potatoes,2001,238739,51.0,5039.0,21.45
21714,Pakistan,Potatoes,1990,104002,494.0,5299.0,23.14
11618,India,Potatoes,1996,169913,1083.0,56114.0,25.34
20176,Mexico,Sweet potatoes,2009,190454,758.0,61690.08,21.76
11763,India,Maize,1997,17111,1083.0,52279.0,26.19
11577,India,Cassava,1996,238528,1083.0,56114.0,27.01
